Field ID,Description,Category,Unnamed: 3
26846,Area of precuneus (right hemisphere),Freesurfer desikan white,
26980,Area of precuneus (right hemisphere),Freesurfer desikan pial,
27258,Area of precuneus (right hemisphere),Freesurfer DKT,
26746,Area of rostralanteriorcingulate (left hemisphere),Freesurfer desikan white,
26948,Area of rostralanteriorcingulate (left hemisphere),Freesurfer desikan pial,
27166,Area of rostralanteriorcingulate (left hemisphere),Freesurfer DKT,
26847,Area of rostralanteriorcingulate (right hemisphere),Freesurfer desikan white,
26981,Area of rostralanteriorcingulate (right hemisphere),Freesurfer desikan pial,
27259,Area of rostralanteriorcingulate (right hemisphere),Freesurfer DKT,
26747,Area of rostralmiddlefrontal (left hemisphere),Freesurfer desikan white,
26949,Area of rostralmiddlefrontal (left hemisphere),Freesurfer desikan pial,
27167,Area of rostralmiddlefrontal (left hemisphere),Freesurfer DKT,
26848,Area of rostralmiddlefrontal (right hemisphere),Freesurfer desikan white,
26982,Area of rostralmiddlefrontal (right hemisphere),Freesurfer desikan pial,
27260,Area of rostralmiddlefrontal (right hemisphere),Freesurfer DKT,
26748,Area of superiorfrontal (left hemisphere),Freesurfer desikan white,
26950,Area of superiorfrontal (left hemisphere),Freesurfer desikan pial,
27168,Area of superiorfrontal (left hemisphere),Freesurfer DKT,
26849,Area of superiorfrontal (right hemisphere),Freesurfer desikan white,
26983,Area of superiorfrontal (right hemisphere),Freesurfer desikan pial,
27261,Area of superiorfrontal (right hemisphere),Freesurfer DKT,
26749,Area of superiorparietal (left hemisphere),Freesurfer desikan white,
26951,Area of superiorparietal (left hemisphere),Freesurfer desikan pial,
27169,Area of superiorparietal (left hemisphere),Freesurfer DKT,
26850,Area of superiorparietal (right hemisphere),Freesurfer desikan white,
26984,Area of superiorparietal (right hemisphere),Freesurfer desikan pial,
27262,Area of superiorparietal (right hemisphere),Freesurfer DKT,
26750,Area of superiortemporal (left hemisphere),Freesurfer desikan white,
26952,Area of superiortemporal (left hemisphere),Freesurfer desikan pial,
27170,Area of superiortemporal (left hemisphere),Freesurfer DKT,
26851,Area of superiortemporal (right hemisphere),Freesurfer desikan white,
26985,Area of superiortemporal (right hemisphere),Freesurfer desikan pial,
27263,Area of superiortemporal (right hemisphere),Freesurfer DKT,
26751,Area of supramarginal (left hemisphere),Freesurfer desikan white,
26953,Area of supramarginal (left hemisphere),Freesurfer desikan pial,
27171,Area of supramarginal (left hemisphere),Freesurfer DKT,
26852,Area of supramarginal (right hemisphere),Freesurfer desikan white,
26986,Area of supramarginal (right hemisphere),Freesurfer desikan pial,
27264,Area of supramarginal (right hemisphere),Freesurfer DKT,
26753,Area of transversetemporal (left hemisphere),Freesurfer desikan white,
26955,Area of transversetemporal (left hemisphere),Freesurfer desikan pial,
27172,Area of transversetemporal (left hemisphere),Freesurfer DKT,
26854,Area of transversetemporal (right hemisphere),Freesurfer desikan white,
26988,Area of transversetemporal (right hemisphere),Freesurfer desikan pial,
27265,Area of transversetemporal (right hemisphere),Freesurfer DKT,
23220,Arm BMC (bone mineral content) (left),"Bone size, mineral and density by DXA",
23222,Arm BMC (bone mineral content) (right),"Bone size, mineral and density by DXA",
23221,Arm BMD (bone mineral density) (left),"Bone size, mineral and density by DXA",
23223,Arm BMD (bone mineral density) (right),"Bone size, mineral and density by DXA",
23313,Arm bone area (left),"Bone size, mineral and density by DXA",
23314,Arm bone area (right),"Bone size, mineral and density by DXA",
23124,Arm fat mass (left),Body composition by impedance,
23120,Arm fat mass (right),Body composition by impedance,
23123,Arm fat percentage (left),Body composition by impedance,
23119,Arm fat percentage (right),Body composition by impedance,
23125,Arm fat-free mass (left),Body composition by impedance,
23121,Arm fat-free mass (right),Body composition by impedance,
23126,Arm predicted mass (left),Body composition by impedance,
23122,Arm predicted mass (right),Body composition by impedance,
23251,Arm tissue fat percentage (left),Body composition by DXA,
23255,Arm tissue fat percentage (right),Body composition by DXA,
23252,Arm total mass (left),Body composition by DXA,
23256,Arm total mass (right),Body composition by DXA,
23224,Arms BMC (bone mineral content),"Bone size, mineral and density by DXA",
23225,Arms BMD (bone mineral density),"Bone size, mineral and density by DXA",
23317,Arms combined bone area,"Bone size, mineral and density by DXA",
23259,Arms tissue fat percentage,Body composition by DXA,
23260,Arms total mass,Body composition by DXA,
24120,Ascending aorta distensibility,Cardiac and aortic function #1,
24118,Ascending aorta maximum area,Cardiac and aortic function #1,
24119,Ascending aorta minimum area,Cardiac and aortic function #1,
30650,Aspartate aminotransferase,Blood biochemistry,
12681,Augmentation index for PWA,Pulse wave analysis,
24023,Average 16-hour sound level of noise pollution,Residential noise pollution,
24024,Average 24-hour sound level of noise pollution,Residential noise pollution,
23433,Average Diameter for HDL Particles,NMR metabolomics,
23432,Average Diameter for LDL Particles,NMR metabolomics,
23431,Average Diameter for VLDL Particles,NMR metabolomics,
28520,Average ELM-ISOS thickness (left),Derived OCT measures,
28521,Average ELM-ISOS thickness (right),Derived OCT measures,
28512,Average INL-ELM thickness (left),Derived OCT measures,
28513,Average INL-ELM thickness (right),Derived OCT measures,
28536,Average INL-RPE thickness (left),Derived OCT measures,
28537,Average INL-RPE thickness (right),Derived OCT measures,
28528,Average ISOS-RPE thickness (left),Derived OCT measures,
28529,Average ISOS-RPE thickness (right),Derived OCT measures,
22014,Average X chromosome intensities for determining sex,Genotyping intensities,*
22015,Average Y chromosome intensities for determining sex,Genotyping intensities,*
90027,Average acceleration 00:00 - 00:59,Acceleration averages,
90028,Average acceleration 01:00 - 01:59,Acceleration averages,
90029,Average acceleration 02:00 - 02:59,Acceleration averages,
90030,Average acceleration 03:00 - 03:59,Acceleration averages,
90031,Average acceleration 04:00 - 04:59,Acceleration averages,
90032,Average acceleration 05:00 - 05:59,Acceleration averages,
90033,Average acceleration 06:00 - 06:59,Acceleration averages,
90034,Average acceleration 07:00 - 07:59,Acceleration averages,
90035,Average acceleration 08:00 - 08:59,Acceleration averages,
90036,Average acceleration 09:00 - 09:59,Acceleration averages,
90037,Average acceleration 10:00 - 10:59,Acceleration averages,
90038,Average acceleration 11:00 - 11:59,Acceleration averages,
90039,Average acceleration 12:00 - 12:59,Acceleration averages,
90040,Average acceleration 13:00 - 13:59,Acceleration averages,
90041,Average acceleration 14:00 - 14:59,Acceleration averages,
90042,Average acceleration 15:00 - 15:59,Acceleration averages,
90043,Average acceleration 16:00 - 16:59,Acceleration averages,
90044,Average acceleration 17:00 - 17:59,Acceleration averages,
90045,Average acceleration 18:00 - 18:59,Acceleration averages,
90046,Average acceleration 19:00 - 19:59,Acceleration averages,
90047,Average acceleration 20:00 - 20:59,Acceleration averages,
90048,Average acceleration 21:00 - 21:59,Acceleration averages,
90049,Average acceleration 22:00 - 22:59,Acceleration averages,
90050,Average acceleration 23:00 - 23:59,Acceleration averages,
24020,Average daytime sound level of noise pollution,Residential noise pollution,
24021,Average evening sound level of noise pollution,Residential noise pollution,
28504,Average ganglion cell-inner plexiform layer thickness (left),Derived OCT measures,
28505,Average ganglion cell-inner plexiform layer thickness (right),Derived OCT measures,
28502,Average inner nuclear layer thickness (left),Derived OCT measures,
28503,Average inner nuclear layer thickness (right),Derived OCT measures,
24022,Average night-time sound level of noise pollution,Residential noise pollution,
28500,Average retinal nerve fibre layer thickness (left),Derived OCT measures,
28501,Average retinal nerve fibre layer thickness (right),Derived OCT measures,
21137,B2-B4 BMC (bone mineral content),"Bone size, mineral and density by DXA",
21138,B2-B4 BMD (bine mineral density),"Bone size, mineral and density by DXA",
21136,B2-B4 area,"Bone size, mineral and density by DXA",
23105,Basal metabolic rate,Body composition by impedance,
30160,Basophill count,Blood count,
30220,Basophill percentage,Blood count,
26066,Beef,Total weight by food group yesterday,
26067,Beer and cider,Total weight by food group yesterday,
26090,Berries,Total weight by food group yesterday,
26040,Beta cryptoxanthin,Estimated food nutrients yesterday,
26039,Beta-carotene,Estimated food nutrients yesterday,
30586,Beta-globin Ct value in TaqMan assay (interim dataset),TaqMan-based HHV-6,
26041,Biotin,Estimated food nutrients yesterday,
20022,Birth weight,Early life factors,
26075,Biscuit cereal,Total weight by food group yesterday,
26068,Biscuits,Total weight by food group yesterday,
23099,Body fat percentage,Body composition by impedance,
21001,Body mass index (BMI),Body size measures,
23104,Body mass index (BMI),Body composition by impedance,
22427,Body surface area,Left ventricular size and function,
26076,Bran cereal,Total weight by food group yesterday,
26069,Breaded/battered chicken,Total weight by food group yesterday,
26070,Breaded/battered fish,Total weight by food group yesterday,
30710,C-reactive protein,Blood biochemistry,
26018,Calcium,Estimated food nutrients yesterday,
30680,Calcium,Blood biochemistry,
100024,Calcium,Estimated nutrients yesterday (obsolete),
90173,Calibration - maximum x stationary value,Accelerometer calibration,
90175,Calibration - maximum y stationary value,Accelerometer calibration,
90177,Calibration - maximum z stationary value,Accelerometer calibration,
90172,Calibration - minimum x stationary value,Accelerometer calibration,
90174,Calibration - minimum y stationary value,Accelerometer calibration,
90176,Calibration - minimum z stationary value,Accelerometer calibration,
90170,Calibration coefficients - mean temperature,Accelerometer calibration,
90161,Calibration coefficients - x offset,Accelerometer calibration,
90164,Calibration coefficients - x slope,Accelerometer calibration,
90167,Calibration coefficients - x temp,Accelerometer calibration,
90162,Calibration coefficients - y offset,Accelerometer calibration,
90165,Calibration coefficients - y slope,Accelerometer calibration,
90168,Calibration coefficients - y temp,Accelerometer calibration,
90163,Calibration coefficients - z offset,Accelerometer calibration,
90166,Calibration coefficients - z slope,Accelerometer calibration,
90169,Calibration coefficients - z temp,Accelerometer calibration,
26013,Carbohydrate,Estimated food nutrients yesterday,
100005,Carbohydrate,Estimated nutrients yesterday (obsolete),
22425,Cardiac index,Left ventricular size and function,
12702,Cardiac index during PWA,Pulse wave analysis,
22424,Cardiac output,Left ventricular size and function,
12682,Cardiac output during PWA,Pulse wave analysis,
100019,Carotene,Estimated nutrients yesterday (obsolete),
12680,Central augmentation pressure during PWA,Pulse wave analysis,
26042,Chloride,Estimated food nutrients yesterday,
26080,Chocolate confectionery,Total weight by food group yesterday,
26037,Cholesterol,Estimated food nutrients yesterday,
30690,Cholesterol,Blood biochemistry,
23484,Cholesterol in Chylomicrons and Extremely Large VLDL,NMR metabolomics,
23526,Cholesterol in IDL,NMR metabolomics,
23561,Cholesterol in Large HDL,NMR metabolomics,
23533,Cholesterol in Large LDL,NMR metabolomics,
23498,Cholesterol in Large VLDL,NMR metabolomics,
23568,Cholesterol in Medium HDL,NMR metabolomics,
23540,Cholesterol in Medium LDL,NMR metabolomics,
23505,Cholesterol in Medium VLDL,NMR metabolomics,
23575,Cholesterol in Small HDL,NMR metabolomics,
23547,Cholesterol in Small LDL,NMR metabolomics,
23512,Cholesterol in Small VLDL,NMR metabolomics,
23554,Cholesterol in Very Large HDL,NMR metabolomics,
23491,Cholesterol in Very Large VLDL,NMR metabolomics,
23519,Cholesterol in Very Small VLDL,NMR metabolomics,
23580,Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,NMR metabolomics,
23610,Cholesterol to Total Lipids in IDL percentage,NMR metabolomics,
23635,Cholesterol to Total Lipids in Large HDL percentage,NMR metabolomics,
23615,Cholesterol to Total Lipids in Large LDL percentage,NMR metabolomics,
23590,Cholesterol to Total Lipids in Large VLDL percentage,NMR metabolomics,
23640,Cholesterol to Total Lipids in Medium HDL percentage,NMR metabolomics,
23620,Cholesterol to Total Lipids in Medium LDL percentage,NMR metabolomics,
23595,Cholesterol to Total Lipids in Medium VLDL percentage,NMR metabolomics,
23645,Cholesterol to Total Lipids in Small HDL percentage,NMR metabolomics,
23625,Cholesterol to Total Lipids in Small LDL percentage,NMR metabolomics,
23600,Cholesterol to Total Lipids in Small VLDL percentage,NMR metabolomics,
23630,Cholesterol to Total Lipids in Very Large HDL percentage,NMR metabolomics,
23585,Cholesterol to Total Lipids in Very Large VLDL percentage,NMR metabolomics,
23605,Cholesterol to Total Lipids in Very Small VLDL percentage,NMR metabolomics,
23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,NMR metabolomics,
23418,Cholesteryl Esters in HDL,NMR metabolomics,
23527,Cholesteryl Esters in IDL,NMR metabolomics,
23417,Cholesteryl Esters in LDL,NMR metabolomics,
23562,Cholesteryl Esters in Large HDL,NMR metabolomics,
23534,Cholesteryl Esters in Large LDL,NMR metabolomics,
23499,Cholesteryl Esters in Large VLDL,NMR metabolomics,
23569,Cholesteryl Esters in Medium HDL,NMR metabolomics,
23541,Cholesteryl Esters in Medium LDL,NMR metabolomics,
23506,Cholesteryl Esters in Medium VLDL,NMR metabolomics,
23576,Cholesteryl Esters in Small HDL,NMR metabolomics,
23548,Cholesteryl Esters in Small LDL,NMR metabolomics,
23513,Cholesteryl Esters in Small VLDL,NMR metabolomics,
23416,Cholesteryl Esters in VLDL,NMR metabolomics,
23555,Cholesteryl Esters in Very Large HDL,NMR metabolomics,
23492,Cholesteryl Esters in Very Large VLDL,NMR metabolomics,
23520,Cholesteryl Esters in Very Small VLDL,NMR metabolomics,
23581,Cholesteryl Esters to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,NMR metabolomics,
23611,Cholesteryl Esters to Total Lipids in IDL percentage,NMR metabolomics,
23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,NMR metabolomics,
23616,Cholesteryl Esters to Total Lipids in Large LDL percentage,NMR metabolomics,
23591,Cholesteryl Esters to Total Lipids in Large VLDL percentage,NMR metabolomics,
23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,NMR metabolomics,
23621,Cholesteryl Esters to Total Lipids in Medium LDL percentage,NMR metabolomics,
23596,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,NMR metabolomics,
23646,Cholesteryl Esters to Total Lipids in Small HDL percentage,NMR metabolomics,
23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,NMR metabolomics,
23601,Cholesteryl Esters to Total Lipids in Small VLDL percentage,NMR metabolomics,
23631,Cholesteryl Esters to Total Lipids in Very Large HDL percentage,NMR metabolomics,
23586,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,NMR metabolomics,
23606,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,NMR metabolomics,
23473,Citrate,NMR metabolomics,
26091,Citrus,Total weight by food group yesterday,
23404,Clinical LDL Cholesterol,NMR metabolomics,
26081,"Coffee, caffeinated",Total weight by food group yesterday,
