Field ID,Description,Category,Unnamed: 3
131137,Source of report of H04 (disorders of lachrymal system),Eye and adnexa disorders,
131139,Source of report of H05 (disorders of orbit),Eye and adnexa disorders,
131141,Source of report of H06 (disorders of lachrymal system and orbit in diseases classified elsewhere),Eye and adnexa disorders,
131143,Source of report of H10 (conjunctivitis),Eye and adnexa disorders,
131145,Source of report of H11 (other disorders of conjunctiva),Eye and adnexa disorders,
131147,Source of report of H13 (disorders of conjunctiva in diseases classified elsewhere),Eye and adnexa disorders,
131149,Source of report of H15 (disorders of sclera),Eye and adnexa disorders,
131151,Source of report of H16 (keratitis),Eye and adnexa disorders,
131153,Source of report of H17 (corneal scars and opacities),Eye and adnexa disorders,
131155,Source of report of H18 (other disorders of cornea),Eye and adnexa disorders,
131157,Source of report of H19 (disorders of sclera and cornea in diseases classified elsewhere),Eye and adnexa disorders,
131159,Source of report of H20 (iridocyclitis),Eye and adnexa disorders,
131161,Source of report of H21 (other disorders of iris and ciliary body),Eye and adnexa disorders,
131163,Source of report of H22 (disorders of iris and ciliary body in diseases classified elsewhere),Eye and adnexa disorders,
131165,Source of report of H25 (senile cataract),Eye and adnexa disorders,
131167,Source of report of H26 (other cataract),Eye and adnexa disorders,
131169,Source of report of H27 (other disorders of lens),Eye and adnexa disorders,
131171,Source of report of H28 (cataract and other disorders of lens in diseases classified elsewhere),Eye and adnexa disorders,
131173,Source of report of H30 (chorioretinal inflammation),Eye and adnexa disorders,
131175,Source of report of H31 (other disorders of choroid),Eye and adnexa disorders,
131177,Source of report of H32 (chorioretinal disorders in diseases classified elsewhere),Eye and adnexa disorders,
131179,Source of report of H33 (retinal detachments and breaks),Eye and adnexa disorders,
131181,Source of report of H34 (retinal vascular occlusions),Eye and adnexa disorders,
131183,Source of report of H35 (other retinal disorders),Eye and adnexa disorders,
131185,Source of report of H36 (retinal disorders in diseases classified elsewhere),Eye and adnexa disorders,
131187,Source of report of H40 (glaucoma),Eye and adnexa disorders,
131189,Source of report of H42 (glaucoma in diseases classified elsewhere),Eye and adnexa disorders,
131191,Source of report of H43 (disorders of vitreous body),Eye and adnexa disorders,
131193,Source of report of H44 (disorders of globe),Eye and adnexa disorders,
131195,Source of report of H45 (disorders of vitreous body and globe in diseases classified elsewhere),Eye and adnexa disorders,
131197,Source of report of H46 (optic neuritis),Eye and adnexa disorders,
131199,Source of report of H47 (other disorders of optic [2nd] nerve and visual pathways),Eye and adnexa disorders,
131201,Source of report of H48 (disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere),Eye and adnexa disorders,
131203,Source of report of H49 (paralytic strabismus),Eye and adnexa disorders,
131205,Source of report of H50 (other strabismus),Eye and adnexa disorders,
131207,Source of report of H51 (other disorders of binocular movement),Eye and adnexa disorders,
131209,Source of report of H52 (disorders of refraction and accommodation),Eye and adnexa disorders,
131211,Source of report of H53 (visual disturbances),Eye and adnexa disorders,
131213,Source of report of H54 (blindness and low vision),Eye and adnexa disorders,
131215,Source of report of H55 (nystagmus and other irregular eye movements),Eye and adnexa disorders,
131217,Source of report of H57 (other disorders of eye and adnexa),Eye and adnexa disorders,
131219,Source of report of H58 (other disorders of eye and adnexa in diseases classified elsewhere),Eye and adnexa disorders,
131221,"Source of report of H59 (postprocedural disorders of eye and adnexa, not elsewhere classified)",Eye and adnexa disorders,
131223,Source of report of H60 (otitis externa),Ear and mastoid process disorders,
131225,Source of report of H61 (other disorders of external ear),Ear and mastoid process disorders,
131227,Source of report of H62 (disorders of external ear in diseases classified elsewhere),Ear and mastoid process disorders,
131229,Source of report of H65 (nonsuppurative otitis media),Ear and mastoid process disorders,
131231,Source of report of H66 (suppurative and unspecified otitis media),Ear and mastoid process disorders,
131233,Source of report of H67 (otitis media in diseases classified elsewhere),Ear and mastoid process disorders,
131235,Source of report of H68 (eustachian salpingitis and obstruction),Ear and mastoid process disorders,
131237,Source of report of H69 (other disorders of eustachian tube),Ear and mastoid process disorders,
131239,Source of report of H70 (mastoiditis and related conditions),Ear and mastoid process disorders,
131241,Source of report of H71 (cholesteatoma of middle ear),Ear and mastoid process disorders,
131243,Source of report of H72 (perforation of tympanic membrane),Ear and mastoid process disorders,
